"","Palabra","Puntuacion","Word"
"1858","patetico",-2,"pathetic"
"1859","pavor",-2,"dread"
"1860","paz",2,"peace"
"1861","pecaminoso",-3,"sinful"
"1862","pedir disculpas",-1,"apologise"
"1863","pedir disculpas",-1,"apologize"
"1864","peligro",-2,"danger"
"1865","peligro",-2,"jeopardy"
"1866","peligro",-2,"peril"
"1867","pena",-2,"penalty"
"1868","penetracion",3,"breakthrough"
"1869","pensativo",-1,"pensive"
"1870","pensativo",2,"thoughtful"
"1871","peor",-3,"worse"
"1872","peor",-3,"worst"
"1873","perdedor",-3,"loser"
"1874","perder",-2,"miss"
"1875","perdida",-3,"loss"
"1876","perdido",-2,"missed"
"1877","perdiendo",-3,"losing"
"1878","perdio",-3,"lost"
"1879","perdon",2,"pardon"
"1880","perdonado",2,"pardoned"
"1881","perdonar",1,"forgive"
"1882","perezoso",-1,"lazy"
"1883","perfecciona",2,"perfects"
"1884","perfeccionado",2,"perfected"
"1885","perfectamente",3,"perfectly"
"1886","Perfecto",3,"perfect"
"1887","perjudicado",-2,"disadvantaged"
"1888","perjudicado",-2,"harmed"
"1889","perjudicial",-2,"harmful"
"1890","perjurio",-3,"perjury"
"1891","permitir",1,"allow"
"1892","perplejo",-2,"perplexed"
"1893","perplejo",-2,"puzzled"
"1894","perra",-5,"bitch"
"1895","perras",-5,"bitches"
"1896","perseguidos",-2,"persecuted"
"1897","perseguir",-2,"persecute"
"1898","perseguir",-2,"persecuting"
"1899","persigue",-2,"persecutes"
"1900","perspectiva",1,"prospect"
"1901","perspectivas",1,"prospects"
"1902","perturba",-2,"disturbs"
"1903","perturbado",-2,"disturbed"
"1904","perturbado",-2,"perturbed"
"1905","perturbador",-2,"disturbing"
"1906","pesimismo",-2,"pessimism"
"1907","pesimista",-2,"pessimistic"
"1908","pesimo",-2,"appalling"
"1909","petrificado",-2,"petrified"
"1910","picado",-2,"piqued"
"1911","picante",-2,"itchy"
"1912","pierde",-3,"looses"
"1913","pinchazo",-5,"prick"
"1914","pintoresco",2,"picturesque"
"1915","pique",-2,"pique"
"1916","pistola",-1,"gun"
"1917","Placer",3,"pleasure"
"1918","pobre",-2,"poor"
"1919","pobreza",-1,"poverty"
"1920","poco claro",-1,"unclear"
"1921","poco etico",-2,"unethical"
"1922","poderoso",2,"powerful"
"1923","polemica",-2,"controversially"
"1924","polemico",-2,"controversial"
"1925","polla",-5,"cock"
"1926","polla",-4,"dick"
"1927","popular",3,"popular"
"1928","Por favor",1,"please"
"1929","por suerte",3,"luckily"
"1930","porta mal",-2,"misbehaves"
"1931","portado mal",-2,"misbehaved"
"1932","portarse mal",-2,"misbehave"
"1933","posesivo",-2,"possessive"
"1934","posibilidades",2,"chances"
"1935","positivo",2,"positive"
"1936","pospone",-1,"postpones"
"1937","posponer",-1,"postpone"
"1938","posponiendo",-1,"postponing"
"1939","pospuesto",-1,"postponed"
"1940","prblm",-2,"prblm"
"1941","prblms",-2,"prblms"
"1942","pregonan",-2,"touting"
"1943","premio",3,"award"
"1944","premios",3,"awards"
"1945","preocupacion",-3,"worry"
"1946","preocupado",-2,"troubled"
"1947","preocupado",-3,"worried"
"1948","preocupante",-3,"worrying"
"1949","preparado",1,"prepared"
"1950","presar",-2,"deject"
"1951","presion",-1,"pressure"
"1952","presionados",-2,"pressured"
"1953","prestigio",3,"kudos"
"1954","pretendiendo",-1,"pretending"
"1955","prevenido",-2,"warned"
"1956","previene",-1,"prevents"
"1957","prision",-2,"prison"
"1958","prisionero",-2,"prisoner"
"1959","prisioneros",-2,"prisoners"
"1960","privacion",-2,"hardship"
"1961","privar",-2,"bereave"
"1962","privilegiado",2,"privileged"
"1963","proactivo",2,"proactive"
"1964","problema",-2,"problem"
"1965","problema",-2,"trouble"
"1966","problemas",-2,"problems"
"1967","procesado",-2,"prosecuted"
"1968","Progreso",2,"progress"
"1969","prohibicion",-2,"ban"
"1970","prohibido",-2,"banned"
"1971","promesa",1,"promise"
"1972","promesas",1,"promises"
"1973","prometido",1,"promised"
"1974","prominente",2,"prominent"
"1975","promocionado",-2,"touted"
"1976","promover",1,"promote"
"1977","promovido",1,"promoted"
"1978","promoviendo",1,"promoting"
"1979","promueve",1,"promotes"
"1980","propaganda",-2,"propaganda"
"1981","prospero",3,"prosperous"
"1982","protege",1,"protects"
"1983","proteger",1,"protect"
"1984","protegido",1,"protected"
"1985","protesta",-2,"protest"
"1986","protestar",-2,"protesting"
"1987","protestas",-2,"protests"
"1988","provoca",-1,"provokes"
"1989","provocado",-1,"provoked"
"1990","provocador",-1,"provoking"
"1991","provocar",-1,"provoke"
"1992","pseudociencia",-3,"pseudoscience"
"1993","puesto",-2,"stall"
"1994","punitivo",-2,"punitive"
"1995","punto de referencia",2,"landmark"
"1996","punto muerto",-2,"deadlock"
"1997","punalada",-2,"stab"
"1998","punaladas",-2,"stabs"
"1999","pusilanime",-2,"fainthearted"
"2000","puta",-5,"slut"
"2001","puta",-4,"whore"
"2002","puto",-5,"motherfucking"
"2003","que cae",-1,"falling"
"2004","quejado",-2,"complained"
"2005","quejar",-2,"complain"
"2006","querer",1,"want"
"2007","querido",2,"cherished"
"2008","querido",2,"dear"
"2009","rabia",-2,"rage"
"2010","rabioso",-2,"rageful"
"2011","racion",2,"helping"
"2012","racismo",-3,"racism"
"2013","racista",-3,"racist"
"2014","racistas",-3,"racists"
"2015","ranter",-3,"ranter"
"2016","ranters",-3,"ranters"
"2017","rantes",-3,"rants"
"2018","rapidamente",2,"swiftly"
"2019","rapido",2,"swift"
"2020","raptados",2,"raptured"
"2021","rapto",2,"rapture"
"2022","Rasgado",-2,"torn"
"2023","ratificado",2,"ratified"
"2024","realce",2,"highlight"
"2025","realizable",1,"achievable"
"2026","realizar",2,"accomplish"
"2027","reanimar",2,"revive"
"2028","rebelion",-2,"rebellion"
"2029","recelo",-2,"misgiving"
"2030","recesion",-2,"recession"
"2031","rechaza",-1,"rejects"
"2032","rechazado",-2,"refused"
"2033","rechazado",-1,"rejected"
"2034","rechazando",-1,"rejecting"
"2035","rechazar",-1,"reject"
"2036","rechazar",-1,"repulse"
"2037","recomendado",2,"recommended"
"2038","recomendar",2,"recommend"
"2039","recomienda",2,"recommends"
"2040","recompensa",2,"reward"
"2041","recompensado",2,"rewarded"
"2042","recompensas",2,"rewards"
"2043","recortado",-2,"slashed"
"2044","recortes",-1,"cuts"
"2045","redimido",2,"redeemed"
"2046","refugios",-1,"haunts"
"2047","regalo",2,"gift"
"2048","regano",-2,"scold"
"2049","regate",-2,"dodging"
"2050","regocija",3,"exhilarates"
"2051","regocija",4,"rejoices"
"2052","regocijado",3,"exhilarated"
"2053","regocijado",4,"rejoiced"
"2054","reivindica",2,"vindicates"
"2055","reivindicando",2,"vindicating"
"2056","relajado",2,"relaxed"
"2057","relieves",1,"relieves"
"2058","remordimiento",-2,"remorse"
"2059","renuncia",-1,"resigns"
"2060","Renunciar",-1,"resign"
"2061","renunciar",-1,"resigning"
"2062","repelido",-2,"repulsed"
"2063","rescatada",2,"rescued"
"2064","rescate",-2,"bailout"
"2065","rescate",2,"rescue"
"2066","rescates",2,"rescues"
"2067","resentido",-2,"resentful"
"2068","residuos",-1,"waste"
"2069","resignado",-1,"resigned"
"2070","resistente",2,"hardy"
"2071","resolver",2,"resolve"
"2072","resolver",2,"resolving"
"2073","resolver",1,"solve"
"2074","respalda",2,"endorses"
"2075","Respaldados",1,"backed"
"2076","respetado",2,"respected"
"2077","responsable",2,"responsible"
"2078","restauracion",1,"restoring"
"2079","restauraciones",1,"restores"
"2080","restaurada",1,"restored"
"2081","restaurar",1,"restore"
"2082","restos",-2,"ruins"
"2083","restriccion",-2,"restriction"
"2084","restringe",-2,"restricts"
"2085","restringido",-2,"restricted"
"2086","restringiendo",-2,"restricting"
"2087","restringir",-2,"restrict"
"2088","resuelto",2,"resolute"
"2089","resuelto",2,"resolved"
"2090","resuelto",1,"solved"
"2091","resuelve",2,"resolves"
"2092","resuelve",1,"solves"
"2093","retardar",-2,"retard"
"2094","retenido",-1,"retained"
"2095","retirada",-1,"retreat"
"2096","retirada",-2,"walkout"
"2097","retirada",-3,"withdrawal"
"2098","reto",-1,"challenge"
"2099","retozon",2,"frisky"
"2100","retrasado",-1,"delayed"
"2101","retrasado",-2,"retarded"
"2102","retrasar",-1,"delay"
"2103","retraso",-1,"lag"
"2104","revendedor",-2,"tout"
"2105","revendedores",-2,"touts"
"2106","reverenciado",2,"revered"
"2107","revive",2,"revives"
"2108","rezagado",-2,"lagging"
"2109","rezar",1,"praying"
"2110","Rico",2,"rich"
"2111","rico",2,"wealthy"
"2112","ridiculiza",-2,"derides"
"2113","ridiculizado",-2,"derided"
"2114","ridiculizar",-2,"deride"
"2115","ridiculo",-3,"ridiculous"
"2116","riesgo",-2,"risk"
"2117","riesgos",-2,"risks"
"2118","rigurosamente",3,"rigorously"
"2119","riguroso",3,"rigorous"
"2120","riqueza",3,"wealth"
"2121","risa",1,"laugh"
"2122","risa",1,"laughing"
"2123","risas",1,"laughs"
"2124","robado",-2,"stolen"
"2125","robar",-2,"rob"
"2126","robar",-2,"steal"
"2127","robing",-2,"robing"
"2128","robos",-2,"steals"
"2129","robs",-2,"robs"
"2130","robusto",2,"robust"
"2131","rofl",4,"rofl"
"2132","roflcopter",4,"roflcopter"
"2133","roflmao",4,"roflmao"
"2134","romance",2,"romance"
"2135","rompio",-1,"broke"
"2136","rotfl",4,"rotfl"
"2137","rotflmfao",4,"rotflmfao"
"2138","ROTFLOL",4,"rotflol"
"2139","roto",-1,"broken"
"2140","rudo",-3,"badass"
"2141","ruidoso",-1,"noisy"
"2142","ruina",-2,"ruin"
"2143","ruina",-2,"wreck"
"2144","ruptura",-2,"disruption"
"2145","saboreando",2,"relishing"
"2146","sabotaje",-2,"sabotage"
"2147","sabroso",3,"yummy"
"2148","saliente",1,"salient"
"2149","saluda",1,"greets"
"2150","saludable",2,"healthy"
"2151","saludado",1,"greeted"
"2152","saludar",1,"greet"
"2153","saludo",1,"greeting"
"2154","saludos",2,"greetings"
"2155","salvado",2,"saved"
"2156","salvador de la vida",4,"lifesaver"
"2157","salvar",2,"save"
"2158","sangriento",-3,"bloody"
"2159","sarcastico",-2,"sarcastic"
"2160","satisfecho",3,"pleased"
"2161","satisfecho",2,"satisfied"
"2162","se ahoga",-2,"drowns"
"2163","se avecina",-1,"looming"
"2164","se compromete",1,"commits"
"2165","se degrada",-2,"degrades"
"2166","se disculpa",-1,"apologises"
"2167","se disculpa",-1,"apologizes"
"2168","se esconde",-1,"hides"
"2169","se esconde",-1,"lurks"
"2170","se extiende",1,"extends"
"2171","se queja",-2,"complains"
"2172","Se rio",1,"laughed"
"2173","secuestrado",-2,"abducted"
"2174","secuestro",-2,"abduction"
"2175","secuestros",-2,"abductions"
"2176","secundario",1,"supporting"
"2177","sedicion",-2,"sedition"
"2178","sedicioso",-2,"seditious"
"2179","seducir",-1,"seduced"
"2180","seguidor",1,"supporter"
"2181","seguro",1,"safe"
"2182","seguro",2,"secure"
"2183","seguro de si mismo",2,"self-confident"
"2184","sensacion",1,"feeling"
"2185","sensible",2,"responsive"
"2186","sentencia",-2,"sentencing"
"2187","sentido",3,"heartfelt"
"2188","separado",-1,"detached"
"2189","sereno",2,"serene"
"2190","serio",2,"earnest"
"2191","servicial",2,"helpful"
"2192","sexy",3,"sexy"
"2193","shamed",-2,"shamed"
"2194","si",1,"yeah"
"2195","si",1,"yes"
"2196","significado",1,"significance"
"2197","significativo",2,"meaningful"
"2198","significativo",1,"significant"
"2199","silenciamiento",-1,"silencing"
"2200","simpatia",2,"sympathy"
"2201","simpatico",2,"sympathetic"
"2202","simplificada",-2,"oversimplified"
"2203","simplificar demasiado",-2,"oversimplify"
"2204","sin acreditar",-1,"uncredited"
"2205","sin amor",-2,"unloved"
"2206","sin animo",-2,"spiritless"
"2207","sin apoyo",-2,"unsupported"
"2208","sin dientes",-2,"toothless"
"2209","sin encanto",-3,"charmless"
"2210","sin esperanza",-2,"hopeless"
"2211","sin garantia",-2,"unsecured"
"2212","sin igual",2,"unequaled"
"2213","sin inteligencia",-2,"unintelligent"
"2214","sin par",1,"unmatched"
"2215","sin peligro",1,"safely"
"2216","sin sentido",-2,"meaningless"
"2217","sin tacha",2,"untarnished"
"2218","sin valor",-2,"worthless"
"2219","sincera",2,"sincerest"
"2220","sinceramente",2,"sincerely"
"2221","sinceridad",2,"sincerity"
"2222","sincero",2,"sincere"
"2223","singleminded",-2,"singleminded"
"2224","slickest",2,"slickest"
"2225","Smiled",2,"smiled"
"2226","snubbing",-2,"snubbing"
"2227","soborno",-3,"bribe"
"2228","sobrecarga",-1,"overload"
"2229","sobrecargar",-2,"burdening"
"2230","sobrereacciona",-2,"overreacts"
"2231","sobrereaccionar",-2,"overreact"
"2232","sobrerreaccion",-2,"overreaction"
"2233","sobresimplifica",-2,"oversimplifies"
"2234","sobresimplificacion",-2,"oversimplification"
"2235","sobreviviente",2,"surviving"
"2236","sobreviviente",2,"survivor"
"2237","sobrevivio",2,"survived"
"2238","socava",-2,"undermines"
"2239","socavar",-2,"undermine"
"2240","sofisticado",2,"sophisticated"
"2241","sofocado",-1,"stifled"
"2242","sol",2,"sunshine"
"2243","solemne",-1,"solemn"
"2244","solidaridad",2,"solidarity"
"2245","solido",2,"solid"
"2246","solitario",-2,"lonely"
"2247","solitario",-2,"lonesome"
"2248","solo",-2,"alone"
"2249","soltar",-1,"drop"
"2250","solucion",1,"solution"
"2251","soluciones",1,"solutions"
"2252","sombrio",-2,"glum"
"2253","sombrio",-2,"somber"
"2254","sonreir",2,"smile"
"2255","sonriente",2,"smiling"
"2256","sonrisas",2,"smiles"
"2257","soportado",2,"supported"
"2258","soportes",2,"supports"
"2259","sorprende",2,"amazes"
"2260","sorprendido",-2,"startled"
"2261","sosegado",2,"restful"
"2262","sospecha",-1,"suspected"
"2263","sospechando",-1,"suspecting"
"2264","sospechar",-1,"suspect"
"2265","sospechosos",-1,"suspects"
"2266","spammer",-3,"spammer"
"2267","squelched",-1,"squelched"
"2268","subestimaciones",-1,"underestimates"
"2269","subestimado",-1,"underestimated"
"2270","subestimar",-1,"underestimate"
"2271","subsidios",1,"grants"
"2272","subversivo",-2,"subversive"
"2273","suciedad",-2,"dirt"
"2274","sucio",-2,"dirty"
"2275","suelto",-3,"loose"
"2276","sueno",1,"dream"
"2277","Suenos",1,"dreams"
"2278","suerte",3,"luck"
"2279","suerte",3,"lucky"
"2280","suficiente",-2,"complacent"
"2281","sufre",-2,"suffers"
"2282","sufrimiento",-2,"suffering"
"2283","sufrir",-2,"suffer"
"2284","suicida",-2,"suicidal"
"2285","suicidio",-2,"suicide"
"2286","super",3,"super"
"2287","superar a",2,"outreach"
"2288","superior",2,"superior"
"2289","suspender",-1,"suspend"
"2290","suspendido",-1,"suspended"
"2291","suspicaz",-2,"suspicious"
"2292","suspiro",-2,"sigh"
"2293","sustancial",1,"substantial"
"2294","sustancialmente",1,"substantially"
"2295","susto",-2,"fright"
"2296","susto",-2,"scare"
"2297","tacano",-2,"stingy"
"2298","tapas",2,"tops"
"2299","tard",-2,"tard"
"2300","tedio",-2,"ennui"
"2301","telar",-1,"loom"
"2302","telares",-1,"looms"
"2303","temblante",-2,"quaking"
"2304","temblor",-2,"trembling"
"2305","tembloroso",-2,"shaky"
"2306","temerario",2,"daredevil"
"2307","temerario",-2,"reckless"
"2308","temeroso",-2,"fearful"
"2309","temible",-2,"fearsome"
"2310","temido",-2,"dreaded"
"2311","temiendo",-2,"dreading"
"2312","temiendo",-2,"fearing"
"2313","temperamental",-1,"moody"
"2314","tension",-1,"tension"
"2315","tenso",-2,"uptight"
"2316","tergiversacion",-2,"misrepresentation"
"2317","terrible",-3,"dire"
"2318","terrible",-3,"dreadful"
"2319","terrible",-3,"terrible"
"2320","terriblemente",-3,"terribly"
"2321","terror",-3,"terror"
"2322","tesoro",2,"treasure"
"2323","tesoros",2,"treasures"
"2324","tetas",-2,"tits"
"2325","tiempo",-2,"tense"
"2326","timido",-2,"diffident"
"2327","timido",-1,"shy"
"2328","timido",-2,"timid"
"2329","timorato",-2,"timorous"
"2330","tipo",2,"kind"
"2331","tolerante",2,"tolerant"
"2332","toma de posesion",-2,"swearing"
"2333","tonto",-3,"dumb"
"2334","tonto",-2,"fool"
"2335","tonto",-2,"foolish"
"2336","tonto",-1,"silly"
"2337","tontos",-2,"fools"
"2338","torpe",-2,"awkward"
"2339","tortura",-4,"torture"
"2340","tortura",-4,"torturing"
"2341","torturado",-4,"tortured"
"2342","torturas",-4,"tortures"
"2343","totalitario",-2,"totalitarian"
"2344","totalitarismo",-2,"totalitarianism"
"2345","tragedia",-2,"tragedy"
"2346","tragico",-2,"tragic"
"2347","tragona",-5,"cocksucker"
"2348","traicion",-3,"betrayal"
"2349","traicion",-3,"treason"
"2350","traiciona",-3,"betrays"
"2351","traicionado",-3,"betrayed"
"2352","traicionar",-3,"betray"
"2353","traicionero",-3,"betraying"
"2354","tramado",-2,"dithering"
"2355","trampa",-1,"trap"
"2356","tramposo",-3,"cheater"
"2357","tramposos",-3,"cheaters"
"2358","tramposos",-3,"cheats"
"2359","tranquiliza",1,"reassures"
"2360","tranquilizado",1,"reassured"
"2361","tranquilizador",2,"reassuring"
"2362","tranquilizar",1,"reassure"
"2363","tranquilo",2,"tranquil"
"2364","trapacero",-3,"swindling"
"2365","trastornado",-2,"upset"
"2366","trastornador",-2,"upsetting"
"2367","trastorno",-2,"disorder"
"2368","trastornos",-2,"upsets"
"2369","trauma",-3,"trauma"
"2370","traumatico",-3,"traumatic"
"2371","travesura",-1,"mischief"
"2372","treasonous",-3,"treasonous"
"2373","tremulo",-2,"tremulous"
"2374","triste",-2,"cheerless"
"2375","triste",-2,"dismal"
"2376","triste",-2,"dreary"
"2377","triste",-2,"joyless"
"2378","triste",-2,"mournful"
"2379","triste",-2,"sad"
"2380","triste",-2,"sorrowful"
"2381","tristemente",-2,"sadly"
"2382","triunfante",4,"triumphant"
"2383","triunfo",4,"triumph"
"2384","tugurio",-1,"dump"
"2385","tumba",-2,"grave"
"2386","tumor",-2,"tumor"
"2387","tunica",-2,"robed"
"2388","una vez en la vida",3,"once-in-a-lifetime"
"2389","unido",1,"united"
"2390","unificada",1,"unified"
"2391","unirse",1,"join"
"2392","unresearched",-2,"unresearched"
"2393","urgente",-1,"urgent"
"2394","util",2,"useful"
"2395","utilidad",2,"usefulness"
"2396","vacilante",-2,"hesitant"
"2397","vacilante",-1,"wavering"
"2398","vacilar",-2,"hesitate"
"2399","vacio",-1,"emptiness"
"2400","vacio",-1,"empty"
"2401","vago",-2,"vague"
"2402","valida",1,"validates"
"2403","validado",1,"validated"
"2404","validar",1,"validate"
"2405","validar",1,"validating"
"2406","valiente",2,"brave"
"2407","valiente",2,"courageous"
"2408","valientemente",2,"boldly"
"2409","valor",2,"courage"
"2410","valor",2,"worth"
"2411","vano",-2,"wasted"
"2412","vejacion",-2,"vexation"
"2413","vencido",-2,"beaten"
"2414","veneno",-2,"poison"
"2415","venenos",-2,"poisons"
"2416","venganza",-2,"revenge"
"2417","vengativo",-2,"revengeful"
"2418","ventaja",2,"advantage"
"2419","ventajas",2,"advantages"
"2420","ventilador",3,"fan"
"2421","veredicto",-1,"verdict"
"2422","veredictos",-1,"verdicts"
"2423","vergonzoso",-2,"shameful"
"2424","vergenza",-2,"embarrassment"
"2425","vergenza",-2,"shame"
"2426","vestibulo",-2,"lobby"
"2427","vibrante",3,"vibrant"
"2428","vicioso",-2,"vicious"
"2429","victima",-2,"casualty"
"2430","victima",-3,"victim"
"2431","victimas",-3,"victimized"
"2432","victimas",-3,"victims"
"2433","victimas mortales",-3,"fatalities"
"2434","victimiza",-3,"victimizes"
"2435","victimizadora",-3,"victimizing"
"2436","victimizar",-3,"victimize"
"2437","victorias",4,"wins"
"2438","victorioso",4,"winning"
"2439","vigilante",3,"vigilant"
"2440","vil",-3,"vile"
"2441","vindicado",2,"vindicated"
"2442","vindicar",2,"vindicate"
"2443","viola",-2,"violates"
"2444","violacion",-4,"rape"
"2445","violado",-2,"violated"
"2446","violador",-4,"rapist"
"2447","violar",-2,"violate"
"2448","violar",-2,"violating"
"2449","violencia",-3,"violence"
"2450","violento",-3,"violent"
"2451","virtuoso",2,"virtuous"
"2452","virulento",-2,"virulent"
"2453","vision",1,"vision"
"2454","vision",1,"visioning"
"2455","visionario",3,"visionary"
"2456","visiones",1,"visions"
"2457","vitalidad",3,"vitality"
"2458","vitamina",1,"vitamin"
"2459","vitriolico",-3,"vitriolic"
"2460","viudo",-1,"widowed"
"2461","viva",1,"alive"
"2462","vivaz",3,"vivacious"
"2463","vociferante",-1,"vociferous"
"2464","vulnerabilidad",-2,"vulnerability"
"2465","vulnerable",-2,"vulnerable"
"2466","WINWIN",3,"winwin"
"2467","won",3,"won"
"2468","woohoo",3,"woohoo"
"2469","wooo",4,"wooo"
"2470","woow",4,"woow"
"2471","wOWOW",4,"wowow"
"2472","wowww",4,"wowww"
"2473","wtf",-4,"wtf"
"2474","yeees",2,"yeees"
"2475","",-2,"blame"
"2476","",-2,"blames"
